celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,eliminated_week,withdrew,avg_score_w1,total_score_w1,pool_total_score_w1,judge_pct_w1,avg_score_w10,total_score_w10,pool_total_score_w10,judge_pct_w10,avg_score_w11,total_score_w11,pool_total_score_w11,judge_pct_w11,avg_score_w2,total_score_w2,pool_total_score_w2,judge_pct_w2,avg_score_w3,total_score_w3,pool_total_score_w3,judge_pct_w3,avg_score_w4,total_score_w4,pool_total_score_w4,judge_pct_w4,avg_score_w5,total_score_w5,pool_total_score_w5,judge_pct_w5,avg_score_w6,total_score_w6,pool_total_score_w6,judge_pct_w6,avg_score_w7,total_score_w7,pool_total_score_w7,judge_pct_w7,avg_score_w8,total_score_w8,pool_total_score_w8,judge_pct_w8,avg_score_w9,total_score_w9,pool_total_score_w9,judge_pct_w9,age_group,origin_type
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.0,False,6.5,26.0,318.0,0.08176100628930817,0.0,0.0,116.0,0.0,,,0.0,,7.0,28.0,347.0,0.08069164265129683,6.0,24.0,313.0,0.07667731629392971,7.5,30.0,325.0,0.09230769230769231,0.0,0.0,283.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,211.5,0.0,0.0,0.0,157.0,0.0,Young,Domestic
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,6.0,6.0,6.0,6.0,8.5,8.0,8.5,8.5,7.0,8.0,8.0,8.0,7.5,7.5,8.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8.0,False,7.0,28.0,318.0,0.0880503144654088,0.0,0.0,116.0,0.0,,,0.0,,7.0,28.0,347.0,0.08069164265129683,7.25,29.0,313.0,0.0926517571884984,8.5,34.0,325.0,0.10461538461538461,6.0,24.0,283.0,0.08480565371024736,8.375,33.5,283.0,0.11837455830388692,7.75,31.0,254.0,0.1220472440944882,7.75,31.0,211.5,0.14657210401891252,0.0,0.0,157.0,0.0,Middle-Aged,International
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,6.0,5.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,False,5.5,22.0,318.0,0.06918238993710692,0.0,0.0,116.0,0.0,,,0.0,,6.5,26.0,347.0,0.07492795389048991,5.5,22.0,313.0,0.07028753993610223,0.0,0.0,325.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,211.5,0.0,0.0,0.0,157.0,0.0,Young,Domestic
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.5,8.0,8.5,9.0,10.5,8.5,9.5,9.5,8.0,7.5,8.0,8.0,9.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,,,,,,False,6.5,26.0,318.0,0.08176100628930817,9.0,36.0,116.0,0.3103448275862069,,,0.0,,6.75,27.0,347.0,0.07780979827089338,7.5,30.0,313.0,0.09584664536741214,8.0,32.0,325.0,0.09846153846153846,7.0,28.0,283.0,0.0989399293286219,8.5,34.0,283.0,0.12014134275618374,9.5,38.0,254.0,0.14960629921259844,7.875,31.5,211.5,0.14893617021276595,9.5,38.0,157.0,0.24203821656050956,Adult,Domestic
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,6.0,5.0,5.0,6.0,8.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,False,5.5,22.0,318.0,0.06918238993710692,0.0,0.0,116.0,0.0,,,0.0,,7.75,31.0,347.0,0.0893371757925072,0.0,0.0,313.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,211.5,0.0,0.0,0.0,157.0,0.0,Adult,Domestic
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,9.0,8.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6.0,False,6.25,25.0,318.0,0.07861635220125786,0.0,0.0,116.0,0.0,,,0.0,,7.0,28.0,347.0,0.08069164265129683,5.5,22.0,313.0,0.07028753993610223,7.5,30.0,325.0,0.09230769230769231,6.75,27.0,283.0,0.09540636042402827,8.5,34.0,283.0,0.12014134275618374,0.0,0.0,254.0,0.0,0.0,0.0,211.5,0.0,0.0,0.0,157.0,0.0,Senior,Domestic
Chris Soules,Witney Carson,Tv Personality,Iowa,United States,33,20,Eliminated Week 8,5,7.0,6.0,6.0,7.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,7.5,8.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8.0,False,6.5,26.0,318.0,0.08176100628930817,0.0,0.0,116.0,0.0,,,0.0,,5.25,21.0,347.0,0.06051873198847262,7.0,28.0,313.0,0.08945686900958466,6.75,27.0,325.0,0.08307692307692308,6.75,27.0,283.0,0.09540636042402827,8.75,35.0,283.0,0.12367491166077739,7.75,31.0,254.0,0.1220472440944882,8.0,32.0,211.5,0.15130023640661938,0.0,0.0,157.0,0.0,Adult,Domestic
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,5.0,5.0,5.0,,5.5,5.5,5.5,,6.0,7.0,6.0,6.0,5.0,6.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,4.0,False,5.0,15.0,250.0,0.06,0.0,0.0,118.5,0.0,0.0,0.0,117.9999,0.0,5.5,16.5,270.5,0.06099815157116451,6.25,25.0,305.0,0.08196721311475409,5.333333333333333,16.0,236.0,0.06779661016949153,0.0,0.0,301.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,193.9994,0.0,0.0,0.0,164.5,0.0,Senior,Domestic
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,7.0,7.0,8.0,,7.5,7.5,8.0,,9.0,9.0,9.0,9.0,7.0,7.0,7.0,,10.0,10.0,10.0,10.0,8.0,7.0,7.0,8.0,9.0,9.5,9.0,,9.6666,8.6666,8.6666,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,9.0,False,7.333333333333333,22.0,250.0,0.088,0.0,0.0,118.5,0.0,0.0,0.0,117.9999,0.0,7.666666666666667,23.0,270.5,0.08502772643253234,9.0,36.0,305.0,0.1180327868852459,7.0,21.0,236.0,0.08898305084745763,10.0,40.0,301.0,0.132890365448505,7.5,30.0,313.0,0.09584664536741214,9.166666666666666,27.5,221.0,0.1244343891402715,8.999933333333333,26.9998,193.9994,0.13917465724120795,10.0,30.0,164.5,0.182370820668693,Adult,Domestic
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,8.0,8.0,7.0,,7.5,7.5,7.5,,7.0,8.0,8.0,8.0,9.0,8.0,8.0,,10.0,10.0,9.0,10.0,10.0,9.0,9.0,10.0,9.0,10.0,9.0,,9.6666,9.6666,9.6666,,9.0,9.0,9.0,,10.0,10.5,11.0,,10.0,10.0,10.0,,11.0,False,7.666666666666667,23.0,250.0,0.092,10.5,31.5,118.5,0.26582278481012656,10.0,30.0,117.9999,0.25423750359110475,7.5,22.5,270.5,0.08317929759704251,7.75,31.0,305.0,0.10163934426229508,8.333333333333334,25.0,236.0,0.1059322033898305,9.75,39.0,301.0,0.12956810631229235,9.5,38.0,313.0,0.12140575079872204,9.333333333333334,28.0,221.0,0.12669683257918551,9.6666,28.9998,193.9994,0.14948396747618806,9.0,27.0,164.5,0.1641337386018237,Adult,Domestic
Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,21,Eliminated Week 2,12,5.0,5.0,5.0,,6.5,5.5,6.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,False,5.0,15.0,250.0,0.06,0.0,0.0,118.5,0.0,0.0,0.0,117.9999,0.0,6.166666666666667,18.5,270.5,0.06839186691312385,0.0,0.0,305.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,193.9994,0.0,0.0,0.0,164.5,0.0,Middle-Aged,International
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,8.0,7.0,7.0,,7.5,7.0,8.0,,8.0,8.0,9.0,8.0,8.0,8.0,8.0,,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,8.5,,9.0,8.0,8.0,,8.5,8.5,8.5,,9.5,9.5,9.5,,9.3333,9.3333,9.3333,,,False,7.333333333333333,22.0,250.0,0.088,9.5,28.5,118.5,0.24050632911392406,9.3333,27.999899999999997,117.9999,0.23728748922668577,7.5,22.5,270.5,0.08317929759704251,8.25,33.0,305.0,0.10819672131147541,8.0,24.0,236.0,0.1016949152542373,7.25,29.0,301.0,0.09634551495016612,7.5,30.0,313.0,0.09584664536741214,8.833333333333334,26.5,221.0,0.11990950226244344,8.333333333333334,25.0,193.9994,0.12886637793725134,8.5,25.5,164.5,0.15501519756838905,Young,Domestic
Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,5.0,4.0,4.0,,5.0,5.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,False,4.333333333333333,13.0,250.0,0.052,0.0,0.0,118.5,0.0,0.0,0.0,117.9999,0.0,5.0,15.0,270.5,0.05545286506469501,0.0,0.0,305.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,193.9994,0.0,0.0,0.0,164.5,0.0,Senior,Domestic
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,7.0,7.0,7.0,,7.5,7.5,7.0,,7.0,7.0,8.0,7.0,7.0,8.0,8.0,,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,9.5,9.5,9.0,,8.6666,7.6666,7.6666,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,8.0,False,7.0,21.0,250.0,0.084,0.0,0.0,118.5,0.0,0.0,0.0,117.9999,0.0,7.333333333333333,22.0,270.5,0.08133086876155268,7.25,29.0,305.0,0.09508196721311475,7.666666666666667,23.0,236.0,0.09745762711864407,9.0,36.0,301.0,0.11960132890365449,10.0,40.0,313.0,0.12779552715654952,9.333333333333334,28.0,221.0,0.12669683257918551,7.999933333333334,23.9998,193.9994,0.1237106918887378,0.0,0.0,164.5,0.0,Adult,Domestic
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,8.0,7.0,8.0,,8.0,8.0,8.5,,8.0,9.0,8.0,8.0,9.0,9.0,9.0,,7.0,7.0,8.0,7.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,,9.0,9.0,10.0,,8.5,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,True,7.666666666666667,23.0,250.0,0.092,0.0,0.0,118.5,0.0,0.0,0.0,117.9999,0.0,8.166666666666666,24.5,270.5,0.09057301293900184,8.25,33.0,305.0,0.10819672131147541,9.0,27.0,236.0,0.11440677966101695,7.25,29.0,301.0,0.09634551495016612,10.0,40.0,313.0,0.12779552715654952,9.0,27.0,221.0,0.12217194570135746,9.333333333333334,28.0,193.9994,0.1443303432897215,8.166666666666666,24.5,164.5,0.14893617021276595,Adult,Domestic
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,8.0,8.0,8.0,,7.5,7.5,7.5,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,8.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,,11.0,11.0,11.0,,9.0,9.0,9.5,,9.0,9.0,9.0,,10.0,10.0,10.0,,,False,8.0,24.0,250.0,0.096,9.0,27.0,118.5,0.22784810126582278,10.0,30.0,117.9999,0.25423750359110475,7.5,22.5,270.5,0.08317929759704251,9.0,36.0,305.0,0.1180327868852459,9.0,27.0,236.0,0.11440677966101695,8.75,35.0,301.0,0.11627906976744186,9.75,39.0,313.0,0.12460063897763578,9.0,27.0,221.0,0.12217194570135746,11.0,33.0,193.9994,0.17010361887717176,9.166666666666666,27.5,164.5,0.16717325227963525,Adult,Domestic
Hayes Grier,Emma Slater,Digital Creator,North Carolina,United States,15,21,Eliminated Week 7,8,7.0,7.0,7.0,,8.0,7.0,7.5,,7.0,8.0,7.0,8.0,9.0,9.0,9.0,,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.5,9.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,7.0,False,7.0,21.0,250.0,0.084,0.0,0.0,118.5,0.0,0.0,0.0,117.9999,0.0,7.5,22.5,270.5,0.08317929759704251,7.5,30.0,305.0,0.09836065573770492,9.0,27.0,236.0,0.11440677966101695,7.5,30.0,301.0,0.09966777408637874,8.0,32.0,313.0,0.10223642172523961,9.333333333333334,28.0,221.0,0.12669683257918551,0.0,0.0,193.9994,0.0,0.0,0.0,164.5,0.0,Young,Domestic
Bindi Irwin,Derek Hough,Tv Personality,,Australia,17,21,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,10.0,,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,9.5,10.0,9.5,,10.0,9.0,9.0,,10.0,10.0,10.0,,10.5,10.5,10.5,,10.0,10.0,10.0,,,False,8.0,24.0,250.0,0.096,10.5,31.5,118.5,0.26582278481012656,10.0,30.0,117.9999,0.25423750359110475,8.0,24.0,270.5,0.08872458410351201,8.0,32.0,305.0,0.10491803278688525,9.333333333333334,28.0,236.0,0.11864406779661017,9.25,37.0,301.0,0.12292358803986711,10.0,40.0,313.0,0.12779552715654952,9.666666666666666,29.0,221.0,0.13122171945701358,9.333333333333334,28.0,193.9994,0.1443303432897215,10.0,30.0,164.5,0.182370820668693,Young,International
Kim Zolciak-Biermann,Tony Dovolani,Tv Personality,Florida,United States,37,21,Withdrew,11,4.0,4.0,4.0,,6.5,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,True,4.0,12.0,250.0,0.048,0.0,0.0,118.5,0.0,0.0,0.0,117.9999,0.0,6.166666666666667,18.5,270.5,0.06839186691312385,0.0,0.0,305.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,193.9994,0.0,0.0,0.0,164.5,0.0,Adult,Domestic
Paula Deen,Louis van Amstel,Tv Personality,Georgia,United States,68,21,Eliminated Week 6,9,5.0,5.0,5.0,,6.5,6.0,6.0,,5.0,5.0,5.0,5.0,6.0,6.0,6.0,,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,6.0,False,5.0,15.0,250.0,0.06,0.0,0.0,118.5,0.0,0.0,0.0,117.9999,0.0,6.166666666666667,18.5,270.5,0.06839186691312385,5.0,20.0,305.0,0.06557377049180328,6.0,18.0,236.0,0.07627118644067797,6.5,26.0,301.0,0.08637873754152824,6.0,24.0,313.0,0.07667731629392971,0.0,0.0,221.0,0.0,0.0,0.0,193.9994,0.0,0.0,0.0,164.5,0.0,Senior,Domestic
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,5.0,5.0,6.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3.0,False,5.333333333333333,16.0,237.0,0.06751054852320675,0.0,0.0,86.9996,0.0,,,0.0,,5.0,15.0,236.0,0.0635593220338983,6.0,18.0,237.0,0.0759493670886076,0.0,0.0,319.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,143.5,0.0,Adult,International
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,7.0,6.0,7.0,,7.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,,8.5,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.0,False,6.666666666666667,20.0,237.0,0.08438818565400844,0.0,0.0,86.9996,0.0,,,0.0,,6.333333333333333,19.0,236.0,0.08050847457627118,7.333333333333333,22.0,237.0,0.09282700421940929,8.0,32.0,319.0,0.10031347962382445,7.0,28.0,276.0,0.10144927536231885,8.0,24.0,227.0,0.10572687224669604,8.666666666666666,26.0,214.0,0.12149532710280374,0.0,0.0,169.0,0.0,0.0,0.0,143.5,0.0,Middle-Aged,Domestic
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,,8.0,8.5,9.0,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8.0,False,6.666666666666667,20.0,237.0,0.08438818565400844,0.0,0.0,86.9996,0.0,,,0.0,,7.0,21.0,236.0,0.08898305084745763,7.666666666666667,23.0,237.0,0.0970464135021097,6.75,27.0,319.0,0.08463949843260188,8.75,35.0,276.0,0.12681159420289856,8.333333333333334,25.0,227.0,0.11013215859030837,8.5,25.5,214.0,0.1191588785046729,10.0,30.0,169.0,0.17751479289940827,0.0,0.0,143.5,0.0,Adult,Domestic
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,5.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.0,False,5.0,15.0,237.0,0.06329113924050633,0.0,0.0,86.9996,0.0,,,0.0,,6.666666666666667,20.0,236.0,0.0847457627118644,6.666666666666667,20.0,237.0,0.08438818565400844,6.0,24.0,319.0,0.07523510971786834,7.0,28.0,276.0,0.10144927536231885,7.0,21.0,227.0,0.09251101321585903,0.0,0.0,214.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,143.5,0.0,Middle-Aged,Domestic
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,8.0,6.0,7.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,,8.5,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.0,False,7.0,21.0,237.0,0.08860759493670886,0.0,0.0,86.9996,0.0,,,0.0,,6.666666666666667,20.0,236.0,0.0847457627118644,6.666666666666667,20.0,237.0,0.08438818565400844,8.0,32.0,319.0,0.10031347962382445,7.25,29.0,276.0,0.10507246376811594,8.0,24.0,227.0,0.10572687224669604,8.666666666666666,26.0,214.0,0.12149532710280374,0.0,0.0,169.0,0.0,0.0,0.0,143.5,0.0,Adult,Domestic
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,8.0,6.0,7.0,,6.0,6.0,7.0,,7.0,6.0,7.0,,9.0,8.0,9.0,9.0,7.0,6.0,6.0,7.0,9.0,9.0,9.0,,8.5,8.5,9.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,0.0,0.0,0.0,,,,,,9.0,False,7.0,21.0,237.0,0.08860759493670886,0.0,0.0,86.9996,0.0,,,0.0,,6.333333333333333,19.0,236.0,0.08050847457627118,6.666666666666667,20.0,237.0,0.08438818565400844,8.75,35.0,319.0,0.109717868338558,6.5,26.0,276.0,0.09420289855072464,9.0,27.0,227.0,0.11894273127753303,8.666666666666666,26.0,214.0,0.12149532710280374,9.0,27.0,169.0,0.15976331360946747,9.166666666666666,27.5,143.5,0.1916376306620209,Adult,Domestic
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,9.0,9.0,9.0,9.0,8.0,8.0,7.0,8.0,9.0,10.0,9.0,,9.0,9.0,9.5,,10.0,9.0,9.0,,10.0,9.5,10.0,,10.0,9.6666,10.0,,,,,,,False,7.0,21.0,237.0,0.08860759493670886,9.888866666666667,29.666600000000003,86.9996,0.340996970101012,,,0.0,,8.0,24.0,236.0,0.1016949152542373,7.666666666666667,23.0,237.0,0.0970464135021097,9.0,36.0,319.0,0.11285266457680251,7.75,31.0,276.0,0.11231884057971014,9.333333333333334,28.0,227.0,0.12334801762114538,9.166666666666666,27.5,214.0,0.12850467289719625,9.333333333333334,28.0,169.0,0.16568047337278108,9.833333333333334,29.5,143.5,0.20557491289198607,Young,Domestic
Geraldo Rivera,Edyta Sliwinska,Media/Writing,New York,United States,72,22,Eliminated Week 2,12,5.0,4.0,4.0,,5.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,2.0,False,4.333333333333333,13.0,237.0,0.05485232067510549,0.0,0.0,86.9996,0.0,,,0.0,,4.333333333333333,13.0,236.0,0.05508474576271186,0.0,0.0,237.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,143.5,0.0,Senior,Domestic
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,8.0,7.0,8.0,,7.0,6.0,7.0,,8.0,8.0,9.0,,8.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,8.0,8.0,9.0,,9.5,9.0,9.5,,10.0,9.0,10.0,,9.5,9.5,9.5,,9.6666,9.6666,9.6666,,,,,,,False,7.666666666666667,23.0,237.0,0.0970464135021097,9.6666,28.9998,86.9996,0.3333325670462853,,,0.0,,6.666666666666667,20.0,236.0,0.0847457627118644,8.333333333333334,25.0,237.0,0.10548523206751055,8.5,34.0,319.0,0.10658307210031348,9.25,37.0,276.0,0.13405797101449277,8.333333333333334,25.0,227.0,0.11013215859030837,9.333333333333334,28.0,214.0,0.1308411214953271,9.666666666666666,29.0,169.0,0.17159763313609466,9.5,28.5,143.5,0.1986062717770035,Adult,Domestic
Ginger Zee,Valentin Chmerkovskiy,Media/Writing,California,United States,35,22,3rd Place,3,8.0,7.0,8.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,9.0,9.0,9.5,,10.0,10.0,10.0,,9.0,9.5,9.5,,9.3333,9.6666,9.3333,,,,,,,False,7.666666666666667,23.0,237.0,0.0970464135021097,9.4444,28.333199999999998,86.9996,0.32567046285270274,,,0.0,,7.0,21.0,236.0,0.08898305084745763,7.0,21.0,237.0,0.08860759493670886,9.0,36.0,319.0,0.11285266457680251,8.0,32.0,276.0,0.11594202898550725,8.0,24.0,227.0,0.10572687224669604,9.166666666666666,27.5,214.0,0.12850467289719625,10.0,30.0,169.0,0.17751479289940827,9.333333333333334,28.0,143.5,0.1951219512195122,Adult,Domestic
