Season,Week,Rule_Used,Contestant,Judge_Score,Est_Fan_Vote,Uncertainty,Status
30,1,RANK,Christine Chiu,25.0,0.069,0.0525,Safe
30,1,RANK,Kenya Moore,26.0,0.0643,0.047,Safe
30,1,RANK,Amanda Kloots,28.0,0.0688,0.0546,Safe
30,2,RANK,Martin Kove,15.0,0.0238,0.017,Eliminated
30,2,RANK,Brian Austin Green,23.0,0.0747,0.0494,Safe
30,2,RANK,Melora Hardin,27.0,0.0579,0.0415,Safe
30,2,RANK,Matt James,22.0,0.0742,0.0445,Safe
30,2,RANK,"Mike ""The Miz"" Mizanin",26.0,0.0671,0.047,Safe
30,2,RANK,Suni Lee,28.0,0.0725,0.0516,Safe
30,2,RANK,Iman Shumpert,25.0,0.071,0.0533,Safe
30,2,RANK,Cody Rigsby,24.0,0.081,0.0559,Safe
30,2,RANK,Melanie C,30.0,0.0671,0.0467,Safe
30,2,RANK,Jimmie Allen,27.0,0.059,0.0418,Safe
30,2,RANK,Olivia Jade,27.0,0.0727,0.0484,Safe
30,2,RANK,JoJo Siwa,31.0,0.0735,0.0543,Safe
30,2,RANK,Christine Chiu,24.0,0.06,0.0408,Safe
30,2,RANK,Kenya Moore,24.0,0.0752,0.0528,Safe
30,2,RANK,Amanda Kloots,32.0,0.0702,0.0513,Safe
30,3,RANK,Brian Austin Green,19.0,0.0997,0.0458,Safe
30,3,RANK,Melora Hardin,23.0,0.0718,0.0529,Safe
30,3,RANK,Matt James,20.0,0.0993,0.0522,Safe
30,3,RANK,"Mike ""The Miz"" Mizanin",22.0,0.0794,0.0566,Safe
30,3,RANK,Suni Lee,21.0,0.0563,0.0399,Safe
30,3,RANK,Iman Shumpert,19.0,0.1017,0.0443,Safe
30,3,RANK,Cody Rigsby,18.0,0.0989,0.0346,Safe
30,3,RANK,Melanie C,22.0,0.0449,0.0289,Safe
30,3,RANK,Jimmie Allen,20.0,0.0862,0.0478,Safe
30,3,RANK,Olivia Jade,24.0,0.0485,0.0341,Safe
30,3,RANK,JoJo Siwa,24.0,0.0667,0.0583,Safe
30,3,RANK,Christine Chiu,21.0,0.0109,0.0087,Eliminated
30,3,RANK,Kenya Moore,21.0,0.0739,0.061,Safe
30,3,RANK,Amanda Kloots,24.0,0.0617,0.0514,Safe
30,4,RANK,Brian Austin Green,26.0,0.0304,0.0222,Eliminated
30,4,RANK,Melora Hardin,36.5,0.0783,0.0596,Safe
30,4,RANK,Matt James,28.5,0.0874,0.0542,Safe
30,4,RANK,"Mike ""The Miz"" Mizanin",32.5,0.0663,0.0468,Safe
30,4,RANK,Suni Lee,34.0,0.0685,0.0528,Safe
30,4,RANK,Iman Shumpert,31.5,0.0849,0.0586,Safe
30,4,RANK,Cody Rigsby,29.0,0.0985,0.0621,Safe
30,4,RANK,Melanie C,33.0,0.0773,0.0566,Safe
30,4,RANK,Jimmie Allen,32.5,0.0764,0.0614,Safe
30,4,RANK,Olivia Jade,35.0,0.0914,0.0751,Safe
30,4,RANK,JoJo Siwa,35.0,0.0818,0.0609,Safe
30,4,RANK,Kenya Moore,29.5,0.0919,0.057,Safe
30,4,RANK,Amanda Kloots,34.0,0.0669,0.053,Safe
30,5,RANK,Melora Hardin,36.0,0.0633,0.0319,Safe
30,5,RANK,"Mike ""The Miz"" Mizanin",32.0,0.1277,0.0388,Safe
30,5,RANK,Suni Lee,36.0,0.0628,0.0348,Safe
30,5,RANK,Iman Shumpert,28.0,0.151,0.0439,Safe
30,5,RANK,Cody Rigsby,32.0,0.1466,0.0481,Safe
30,5,RANK,Melanie C,36.0,0.013,0.011,Eliminated
30,5,RANK,Jimmie Allen,34.0,0.1456,0.0839,Safe
30,5,RANK,Olivia Jade,36.0,0.0625,0.0377,Safe
30,5,RANK,JoJo Siwa,40.0,0.0505,0.0305,Safe
30,5,RANK,Kenya Moore,36.0,0.1132,0.0911,Safe
30,5,RANK,Amanda Kloots,39.0,0.0638,0.033,Safe
30,6,RANK,Melora Hardin,34.0,0.1328,0.0804,Safe
30,6,RANK,"Mike ""The Miz"" Mizanin",34.0,0.1262,0.0777,Safe
30,6,RANK,Suni Lee,36.0,0.1125,0.0735,Safe
30,6,RANK,Iman Shumpert,40.0,0.1137,0.0772,Safe
30,6,RANK,Cody Rigsby,36.0,0.0857,0.0661,Safe
30,6,RANK,Jimmie Allen,38.0,0.1022,0.0789,Safe
30,6,RANK,Olivia Jade,36.0,0.0972,0.0736,Safe
30,6,RANK,JoJo Siwa,40.0,0.085,0.0661,Safe
30,6,RANK,Kenya Moore,32.0,0.0524,0.037,Eliminated
30,6,RANK,Amanda Kloots,38.0,0.0923,0.0638,Safe
30,7,RANK,Melora Hardin,38.0,0.1061,0.0818,Safe
30,7,RANK,"Mike ""The Miz"" Mizanin",32.0,0.0598,0.0397,Eliminated
30,7,RANK,Suni Lee,34.0,0.135,0.0842,Safe
30,7,RANK,Iman Shumpert,34.0,0.1066,0.0759,Safe
30,7,RANK,Cody Rigsby,36.0,0.0988,0.0721,Safe
30,7,RANK,Jimmie Allen,38.0,0.1059,0.0832,Safe
30,7,RANK,Olivia Jade,42.0,0.1113,0.0727,Safe
30,7,RANK,JoJo Siwa,39.0,0.1356,0.0822,Safe
30,7,RANK,Amanda Kloots,34.0,0.1408,0.0816,Safe
30,8,RANK,Melora Hardin,42.0,0.1311,0.0917,Safe
30,8,RANK,Suni Lee,42.0,0.1698,0.1201,Safe
30,8,RANK,Iman Shumpert,35.0,0.1507,0.0884,Safe
30,8,RANK,Cody Rigsby,38.0,0.1173,0.0693,Safe
30,8,RANK,Jimmie Allen,32.0,0.1689,0.0847,Safe
30,8,RANK,Olivia Jade,36.0,0.037,0.0297,Eliminated
30,8,RANK,JoJo Siwa,41.0,0.1117,0.0801,Safe
30,8,RANK,Amanda Kloots,42.0,0.1136,0.08,Safe
30,9,RANK,Melora Hardin,36.0,0.0651,0.0469,Eliminated
30,9,RANK,Suni Lee,37.5,0.1435,0.0961,Safe
30,9,RANK,Iman Shumpert,37.5,0.1692,0.1166,Safe
30,9,RANK,Cody Rigsby,35.5,0.2206,0.1164,Safe
30,9,RANK,JoJo Siwa,40.0,0.1753,0.1325,Safe
30,9,RANK,Amanda Kloots,39.5,0.2263,0.1517,Safe
30,10,RANK,Iman Shumpert,40.0,0.2243,0.1473,Safe
30,10,RANK,Cody Rigsby,38.0,0.1687,0.12,Eliminated
30,10,RANK,JoJo Siwa,40.0,0.2318,0.1521,Safe
30,10,RANK,Amanda Kloots,39.0,0.3752,0.2129,Safe
31,1,RANK,Jason Lewis,18.0,0.0205,0.0146,Eliminated
31,1,RANK,Cheryl Ladd,21.0,0.0731,0.0525,Safe
31,1,RANK,Selma Blair,28.0,0.0705,0.0481,Safe
31,1,RANK,Joseph Baena,23.0,0.0643,0.0492,Safe
31,1,RANK,Trevor Donovan,21.0,0.0656,0.0472,Safe
31,1,RANK,Daniel Durant,27.0,0.0667,0.0466,Safe
31,1,RANK,Wayne Brady,29.0,0.0615,0.0447,Safe
31,1,RANK,Sam Champion,20.0,0.0633,0.0437,Safe
31,1,RANK,Jessie James Decker,20.0,0.0639,0.0496,Safe
31,1,RANK,Jordin Sparks,26.0,0.0595,0.0417,Safe
31,1,RANK,Heidi D'Amelio,24.0,0.0621,0.0429,Safe
31,1,RANK,Charli D'Amelio,32.0,0.0589,0.0454,Safe
31,1,RANK,Teresa Giudice,20.0,0.061,0.0464,Safe
31,1,RANK,Vinny Guadagnino,17.0,0.0743,0.0429,Safe
31,1,RANK,Shangela,28.0,0.0624,0.0482,Safe
31,1,RANK,Gabby Windey,28.0,0.0724,0.0515,Safe
31,2,RANK,Cheryl Ladd,21.0,0.0848,0.0561,Safe
31,2,RANK,Selma Blair,28.0,0.0672,0.0472,Safe
31,2,RANK,Joseph Baena,24.0,0.0736,0.0538,Safe
31,2,RANK,Trevor Donovan,30.0,0.0693,0.0454,Safe
31,2,RANK,Daniel Durant,29.0,0.088,0.0622,Safe
31,2,RANK,Wayne Brady,32.0,0.0625,0.0455,Safe
31,2,RANK,Sam Champion,26.0,0.0651,0.0502,Safe
31,2,RANK,Jessie James Decker,25.0,0.0682,0.0491,Safe
31,2,RANK,Jordin Sparks,27.0,0.0613,0.0487,Safe
31,2,RANK,Heidi D'Amelio,28.0,0.0679,0.0497,Safe
31,2,RANK,Charli D'Amelio,32.0,0.0685,0.0489,Safe
31,2,RANK,Teresa Giudice,23.0,0.0186,0.0138,Eliminated
31,2,RANK,Vinny Guadagnino,27.0,0.0752,0.0534,Safe
31,2,RANK,Shangela,28.0,0.0654,0.0449,Safe
31,2,RANK,Gabby Windey,32.0,0.0644,0.0459,Safe
31,3,RANK,Cheryl Ladd,24.0,0.0218,0.0161,Eliminated
31,3,RANK,Selma Blair,28.0,0.075,0.0559,Safe
31,3,RANK,Joseph Baena,29.0,0.0656,0.0457,Safe
31,3,RANK,Trevor Donovan,27.0,0.0685,0.0423,Safe
31,3,RANK,Daniel Durant,31.0,0.0637,0.0528,Safe
31,3,RANK,Wayne Brady,33.0,0.0658,0.0503,Safe
31,3,RANK,Sam Champion,25.0,0.0967,0.0578,Safe
31,3,RANK,Jessie James Decker,26.0,0.0755,0.0486,Safe
31,3,RANK,Jordin Sparks,29.0,0.0712,0.0486,Safe
31,3,RANK,Heidi D'Amelio,32.0,0.0834,0.0568,Safe
31,3,RANK,Charli D'Amelio,33.0,0.0799,0.0547,Safe
31,3,RANK,Vinny Guadagnino,23.0,0.0832,0.0517,Safe
31,3,RANK,Shangela,30.0,0.0759,0.0571,Safe
31,3,RANK,Gabby Windey,33.0,0.074,0.0598,Safe
31,4,RANK,Selma Blair,32.0,0.0805,0.0594,Safe
31,4,RANK,Joseph Baena,28.0,0.0968,0.0593,Safe
31,4,RANK,Trevor Donovan,28.0,0.0906,0.063,Safe
31,4,RANK,Daniel Durant,29.0,0.0858,0.0584,Safe
31,4,RANK,Wayne Brady,36.0,0.0768,0.0531,Safe
31,4,RANK,Sam Champion,25.0,0.0325,0.0236,Eliminated
31,4,RANK,Jessie James Decker,31.0,0.0729,0.0498,Safe
31,4,RANK,Jordin Sparks,34.0,0.0745,0.0541,Safe
31,4,RANK,Heidi D'Amelio,34.0,0.0629,0.0423,Safe
31,4,RANK,Charli D'Amelio,36.0,0.0747,0.0522,Safe
31,4,RANK,Vinny Guadagnino,29.0,0.0948,0.0649,Safe
31,4,RANK,Shangela,32.0,0.0785,0.0554,Safe
31,4,RANK,Gabby Windey,36.0,0.0787,0.0618,Safe
31,5,RANK,Selma Blair,40.0,0.086,0.0576,Safe
31,5,RANK,Joseph Baena,35.0,0.023,0.0169,Eliminated
31,5,RANK,Trevor Donovan,36.0,0.0743,0.0511,Safe
31,5,RANK,Daniel Durant,33.5,0.0873,0.0543,Safe
31,5,RANK,Wayne Brady,41.0,0.0961,0.0741,Safe
31,5,RANK,Jessie James Decker,36.0,0.096,0.0668,Safe
31,5,RANK,Jordin Sparks,35.5,0.0991,0.0615,Safe
31,5,RANK,Heidi D'Amelio,39.0,0.0663,0.0498,Safe
31,5,RANK,Charli D'Amelio,42.0,0.0997,0.0666,Safe
31,5,RANK,Vinny Guadagnino,31.0,0.1035,0.0531,Safe
31,5,RANK,Shangela,38.5,0.0872,0.0711,Safe
31,5,RANK,Gabby Windey,41.0,0.0816,0.0495,Safe
31,6,RANK,Trevor Donovan,34.0,0.1093,0.076,Safe
31,6,RANK,Daniel Durant,34.0,0.0965,0.0757,Safe
31,6,RANK,Wayne Brady,34.0,0.11,0.0793,Safe
31,6,RANK,Jessie James Decker,32.0,0.0426,0.0299,Eliminated
31,6,RANK,Jordin Sparks,34.0,0.1022,0.0825,Safe
31,6,RANK,Heidi D'Amelio,36.0,0.0936,0.0624,Safe
31,6,RANK,Charli D'Amelio,40.0,0.117,0.085,Safe
31,6,RANK,Vinny Guadagnino,28.0,0.1272,0.0655,Safe
31,6,RANK,Shangela,36.0,0.093,0.0673,Safe
31,6,RANK,Gabby Windey,37.0,0.1085,0.0738,Safe
31,7,RANK,Trevor Donovan,39.0,0.0956,0.0637,Safe
31,7,RANK,Daniel Durant,36.5,0.1139,0.0833,Safe
31,7,RANK,Wayne Brady,38.0,0.1074,0.0726,Safe
31,7,RANK,Jordin Sparks,34.5,0.0427,0.0324,Eliminated
31,7,RANK,Heidi D'Amelio,35.0,0.1322,0.0719,Safe
31,7,RANK,Charli D'Amelio,39.0,0.1222,0.0831,Safe
31,7,RANK,Vinny Guadagnino,31.5,0.1499,0.0748,Safe
31,7,RANK,Shangela,36.5,0.125,0.0911,Safe
31,7,RANK,Gabby Windey,35.5,0.111,0.0738,Safe
31,8,RANK,Trevor Donovan,39.0,0.1754,0.0778,Safe
31,8,RANK,Daniel Durant,39.0,0.1265,0.0936,Safe
31,8,RANK,Wayne Brady,45.0,0.1104,0.0741,Safe
31,8,RANK,Heidi D'Amelio,35.0,0.1641,0.0939,Safe
31,8,RANK,Charli D'Amelio,45.0,0.1227,0.0815,Safe
31,8,RANK,Vinny Guadagnino,29.0,0.0615,0.0416,Eliminated
31,8,RANK,Shangela,42.0,0.1265,0.0871,Safe
31,8,RANK,Gabby Windey,40.0,0.1129,0.0806,Safe
31,9,RANK,Trevor Donovan,32.5,0.1139,0.0732,Eliminated
31,9,RANK,Daniel Durant,34.5,0.2107,0.1005,Safe
31,9,RANK,Wayne Brady,36.5,0.1367,0.0907,Safe
31,9,RANK,Charli D'Amelio,40.0,0.1934,0.1232,Safe
31,9,RANK,Shangela,36.5,0.1683,0.1122,Safe
31,9,RANK,Gabby Windey,40.0,0.177,0.117,Safe
31,10,RANK,Wayne Brady,38.0,0.3483,0.105,Safe
31,10,RANK,Charli D'Amelio,40.0,0.0719,0.0503,Eliminated
31,10,RANK,Shangela,38.0,0.419,0.1311,Safe
31,10,RANK,Gabby Windey,40.0,0.1609,0.0632,Safe
32,1,RANK,Jamie Lynn Spears,15.0,0.0679,0.0497,Safe
32,1,RANK,Mira Sorvino,17.0,0.0703,0.0494,Safe
32,1,RANK,Barry Williams,16.0,0.0767,0.0528,Safe
32,1,RANK,Alyson Hannigan,13.0,0.075,0.0581,Safe
32,1,RANK,Xochitl Gomez,18.0,0.0917,0.0672,Safe
32,1,RANK,Adrian Peterson,18.0,0.0713,0.0561,Safe
32,1,RANK,Matt Walsh,12.0,0.0197,0.0162,Eliminated
32,1,RANK,Tyson Beckford,12.0,0.0885,0.0495,Safe
32,1,RANK,Jason Mraz,21.0,0.0788,0.0595,Safe
32,1,RANK,Lele Pons,19.0,0.0708,0.0497,Safe
32,1,RANK,Harry Jowsey,12.0,0.0816,0.0529,Safe
32,1,RANK,Mauricio Umansky,15.0,0.0695,0.0444,Safe
32,1,RANK,Charity Lawson,22.0,0.0653,0.0482,Safe
32,1,RANK,Ariana Madix,21.0,0.0731,0.0483,Safe
32,2,RANK,Jamie Lynn Spears,16.0,0.0149,0.0119,Eliminated
32,2,RANK,Mira Sorvino,18.0,0.0647,0.051,Safe
32,2,RANK,Barry Williams,15.0,0.0918,0.0624,Safe
32,2,RANK,Alyson Hannigan,19.0,0.0931,0.0726,Safe
32,2,RANK,Xochitl Gomez,24.0,0.0792,0.0606,Safe
32,2,RANK,Adrian Peterson,15.0,0.0704,0.05,Safe
32,2,RANK,Tyson Beckford,18.0,0.0807,0.0552,Safe
32,2,RANK,Jason Mraz,24.0,0.067,0.0495,Safe
32,2,RANK,Lele Pons,21.0,0.0882,0.0577,Safe
32,2,RANK,Harry Jowsey,15.0,0.0859,0.0546,Safe
32,2,RANK,Mauricio Umansky,12.0,0.0986,0.0442,Safe
32,2,RANK,Charity Lawson,21.0,0.0758,0.0527,Safe
32,2,RANK,Ariana Madix,20.0,0.0896,0.0636,Safe
32,3,RANK,Mira Sorvino,26.0,0.0726,0.0458,Safe
32,3,RANK,Barry Williams,25.0,0.0894,0.0635,Safe
32,3,RANK,Alyson Hannigan,24.0,0.1048,0.0714,Safe
32,3,RANK,Xochitl Gomez,32.0,0.0724,0.0506,Safe
32,3,RANK,Adrian Peterson,22.0,0.0968,0.0576,Safe
32,3,RANK,Tyson Beckford,20.0,0.034,0.0259,Eliminated
32,3,RANK,Jason Mraz,34.0,0.0827,0.0618,Safe
32,3,RANK,Lele Pons,27.0,0.0937,0.0652,Safe
32,3,RANK,Harry Jowsey,24.0,0.093,0.0697,Safe
32,3,RANK,Mauricio Umansky,23.0,0.0954,0.0578,Safe
32,3,RANK,Charity Lawson,32.0,0.0802,0.0639,Safe
32,3,RANK,Ariana Madix,34.0,0.0851,0.0589,Safe
32,4,RANK,Mira Sorvino,21.0,0.0981,0.0714,Safe
32,4,RANK,Barry Williams,18.0,0.1284,0.0518,Safe
32,4,RANK,Alyson Hannigan,18.0,0.1291,0.0608,Safe
32,4,RANK,Xochitl Gomez,27.0,0.0719,0.0534,Safe
32,4,RANK,Adrian Peterson,21.0,0.0194,0.0173,Eliminated
32,4,RANK,Jason Mraz,24.0,0.0641,0.047,Safe
32,4,RANK,Lele Pons,22.0,0.0732,0.0474,Safe
32,4,RANK,Harry Jowsey,21.0,0.1021,0.0682,Safe
32,4,RANK,Mauricio Umansky,19.0,0.1472,0.0609,Safe
32,4,RANK,Charity Lawson,24.0,0.0887,0.0657,Safe
32,4,RANK,Ariana Madix,25.0,0.0778,0.05,Safe
32,5,RANK,Mira Sorvino,22.0,0.0347,0.0268,Eliminated
32,5,RANK,Barry Williams,24.0,0.1096,0.076,Safe
32,5,RANK,Alyson Hannigan,21.0,0.1053,0.0663,Safe
32,5,RANK,Xochitl Gomez,28.0,0.115,0.0864,Safe
32,5,RANK,Jason Mraz,27.0,0.0922,0.0694,Safe
32,5,RANK,Lele Pons,24.0,0.0965,0.0717,Safe
32,5,RANK,Harry Jowsey,18.0,0.143,0.0678,Safe
32,5,RANK,Mauricio Umansky,24.0,0.0881,0.0605,Safe
32,5,RANK,Charity Lawson,28.0,0.1076,0.0772,Safe
32,5,RANK,Ariana Madix,24.0,0.108,0.0939,Safe
32,6,RANK,Barry Williams,32.0,0.1354,0.0863,Safe
32,6,RANK,Alyson Hannigan,31.0,0.1421,0.0784,Safe
32,6,RANK,Xochitl Gomez,42.0,0.1386,0.0892,Safe
32,6,RANK,Jason Mraz,39.0,0.0978,0.0691,Safe
32,6,RANK,Lele Pons,37.0,0.1175,0.0773,Safe
32,6,RANK,Harry Jowsey,29.0,0.1567,0.0678,Safe
32,6,RANK,Mauricio Umansky,33.0,0.0298,0.024,Eliminated
32,6,RANK,Charity Lawson,38.0,0.0914,0.0698,Safe
32,6,RANK,Ariana Madix,41.0,0.0907,0.068,Safe
32,7,RANK,Barry Williams,32.5,0.1791,0.0886,Safe
32,7,RANK,Alyson Hannigan,35.0,0.1744,0.086,Safe
32,7,RANK,Xochitl Gomez,37.0,0.0876,0.0735,Safe
32,7,RANK,Jason Mraz,36.0,0.1231,0.0845,Safe
32,7,RANK,Lele Pons,36.5,0.0439,0.0479,Eliminated
32,7,RANK,Harry Jowsey,32.0,0.2009,0.0732,Safe
32,7,RANK,Charity Lawson,36.0,0.0904,0.0492,Safe
32,7,RANK,Ariana Madix,37.0,0.1006,0.0823,Safe
32,8,RANK,Barry Williams,35.0,0.0464,0.033,Eliminated
32,8,RANK,Alyson Hannigan,36.0,0.2097,0.1438,Safe
32,8,RANK,Xochitl Gomez,40.0,0.1319,0.1093,Safe
32,8,RANK,Jason Mraz,33.0,0.1747,0.0998,Safe
32,8,RANK,Harry Jowsey,28.0,0.18,0.0729,Safe
32,8,RANK,Charity Lawson,39.0,0.1319,0.0883,Safe
32,8,RANK,Ariana Madix,42.0,0.1254,0.0947,Safe
32,9,RANK,Alyson Hannigan,32.0,0.1727,0.1037,Safe
32,9,RANK,Xochitl Gomez,41.0,0.2691,0.1292,Safe
32,9,RANK,Jason Mraz,43.0,0.119,0.0931,Safe
32,9,RANK,Harry Jowsey,30.0,0.0922,0.0661,Eliminated
32,9,RANK,Charity Lawson,38.0,0.1457,0.0967,Safe
32,9,RANK,Ariana Madix,37.0,0.2013,0.1488,Safe
32,10,RANK,Alyson Hannigan,25.5,0.145,0.0967,Safe
32,10,RANK,Xochitl Gomez,30.0,0.2763,0.1428,Safe
32,10,RANK,Jason Mraz,28.5,0.2412,0.1559,Safe
32,10,RANK,Charity Lawson,29.5,0.1948,0.1266,Safe
32,10,RANK,Ariana Madix,29.0,0.1427,0.0956,Safe
32,11,RANK,Alyson Hannigan,26.5,0.1591,0.0966,Runner-up/Lost
32,11,RANK,Xochitl Gomez,30.0,0.1879,0.1311,Safe
32,11,RANK,Jason Mraz,30.0,0.1493,0.1093,Safe
32,11,RANK,Charity Lawson,29.5,0.2578,0.1802,Safe
32,11,RANK,Ariana Madix,29.5,0.2459,0.156,Safe
33,1,RANK,Tori Spelling,17.0,0.0818,0.0608,Safe
33,1,RANK,Eric Roberts,15.0,0.0721,0.0573,Safe
33,1,RANK,Reginald VelJohnson,16.0,0.0849,0.0606,Safe
33,1,RANK,Chandler Kinney,23.0,0.0758,0.0548,Safe
33,1,RANK,Dwight Howard ,22.0,0.0707,0.0567,Safe
33,1,RANK,Danny Amendola,20.0,0.0624,0.0478,Safe
33,1,RANK,Stephen Nedoroscik,21.0,0.082,0.0599,Safe
33,1,RANK,Ilona Maher,18.0,0.0733,0.0564,Safe
33,1,RANK,Anna Delvey,18.0,0.0938,0.0704,Safe
33,1,RANK,Brooks Nader,18.0,0.0793,0.0625,Safe
33,1,RANK,Phaedra Parks,19.0,0.0688,0.0473,Safe
33,1,RANK,Jenn Tran,19.0,0.071,0.0543,Safe
33,1,RANK,Joey Graziadei,21.0,0.084,0.0636,Safe
33,2,RANK,Tori Spelling,19.0,0.0938,0.0669,Safe
33,2,RANK,Eric Roberts,15.0,0.0857,0.0514,Safe
33,2,RANK,Reginald VelJohnson,15.0,0.0845,0.0479,Safe
33,2,RANK,Chandler Kinney,24.0,0.0873,0.0568,Safe
33,2,RANK,Dwight Howard ,22.0,0.069,0.0468,Safe
33,2,RANK,Danny Amendola,21.0,0.0717,0.0544,Safe
33,2,RANK,Stephen Nedoroscik,22.0,0.0658,0.0505,Safe
33,2,RANK,Ilona Maher,21.0,0.08,0.0445,Safe
33,2,RANK,Anna Delvey,17.0,0.021,0.0162,Eliminated
33,2,RANK,Brooks Nader,20.0,0.0836,0.0637,Safe
33,2,RANK,Phaedra Parks,21.0,0.0894,0.0679,Safe
33,2,RANK,Jenn Tran,19.0,0.0881,0.061,Safe
33,2,RANK,Joey Graziadei,22.0,0.08,0.0541,Safe
33,3,RANK,Eric Roberts,23.0,0.0968,0.0586,Safe
33,3,RANK,Reginald VelJohnson,21.0,0.0368,0.0268,Eliminated
33,3,RANK,Chandler Kinney,34.5,0.1013,0.0715,Safe
33,3,RANK,Dwight Howard ,26.0,0.0994,0.0689,Safe
33,3,RANK,Danny Amendola,30.0,0.0925,0.0652,Safe
33,3,RANK,Stephen Nedoroscik,31.0,0.099,0.0784,Safe
33,3,RANK,Ilona Maher,28.0,0.1027,0.0731,Safe
33,3,RANK,Brooks Nader,30.5,0.0695,0.0508,Safe
33,3,RANK,Phaedra Parks,28.0,0.0789,0.0541,Safe
33,3,RANK,Jenn Tran,31.0,0.1018,0.0716,Safe
33,3,RANK,Joey Graziadei,35.0,0.1212,0.0777,Safe
33,4,RANK,Chandler Kinney,32.0,0.1089,0.0662,Safe
33,4,RANK,Dwight Howard ,29.0,0.1896,0.052,Safe
33,4,RANK,Danny Amendola,36.0,0.0987,0.0709,Safe
33,4,RANK,Stephen Nedoroscik,33.0,0.1242,0.0764,Safe
33,4,RANK,Ilona Maher,32.0,0.1051,0.0609,Safe
33,4,RANK,Brooks Nader,32.0,0.023,0.0184,Eliminated
33,4,RANK,Phaedra Parks,32.0,0.1057,0.0644,Safe
33,4,RANK,Jenn Tran,32.0,0.133,0.0784,Safe
33,4,RANK,Joey Graziadei,36.0,0.1118,0.0832,Safe
33,5,RANK,Chandler Kinney,27.0,0.1381,0.1088,Safe
33,5,RANK,Dwight Howard ,24.0,0.175,0.0766,Safe
33,5,RANK,Danny Amendola,25.5,0.1195,0.0921,Safe
33,5,RANK,Stephen Nedoroscik,24.0,0.159,0.0827,Safe
33,5,RANK,Ilona Maher,26.0,0.1104,0.0712,Safe
33,5,RANK,Phaedra Parks,24.0,0.0489,0.0351,Eliminated
33,5,RANK,Jenn Tran,25.5,0.1198,0.0797,Safe
33,5,RANK,Joey Graziadei,26.0,0.1293,0.1017,Safe
33,6,RANK,Chandler Kinney,32.0,0.2093,0.1589,Safe
33,6,RANK,Dwight Howard ,31.0,0.1164,0.0727,Safe
33,6,RANK,Danny Amendola,28.0,0.1418,0.0641,Safe
33,6,RANK,Stephen Nedoroscik,28.0,0.1617,0.0952,Safe
33,6,RANK,Ilona Maher,24.0,0.2608,0.0997,Safe
33,6,RANK,Jenn Tran,31.0,0.0292,0.0236,Eliminated
33,6,RANK,Joey Graziadei,32.0,0.0807,0.0642,Safe
33,7,RANK,Chandler Kinney,30.0,0.1809,0.1104,Safe
33,7,RANK,Dwight Howard ,24.0,0.0755,0.0531,Eliminated
33,7,RANK,Danny Amendola,25.5,0.1611,0.0997,Safe
33,7,RANK,Stephen Nedoroscik,27.0,0.25,0.1624,Safe
33,7,RANK,Ilona Maher,26.0,0.1531,0.101,Safe
33,7,RANK,Joey Graziadei,27.5,0.1793,0.1345,Safe
33,8,RANK,Chandler Kinney,29.0,0.1632,0.099,Safe
33,8,RANK,Danny Amendola,27.0,0.2182,0.1408,Safe
33,8,RANK,Stephen Nedoroscik,26.5,0.1863,0.1399,Safe
33,8,RANK,Ilona Maher,28.5,0.2056,0.1467,Safe
33,8,RANK,Joey Graziadei,29.0,0.2267,0.1731,Safe
33,9,RANK,Chandler Kinney,30.0,0.2865,0.1701,Safe
33,9,RANK,Danny Amendola,28.0,0.2967,0.1304,Safe
33,9,RANK,Stephen Nedoroscik,29.5,0.1939,0.1169,Safe
33,9,RANK,Ilona Maher,28.5,0.0923,0.0621,Eliminated
33,9,RANK,Joey Graziadei,29.5,0.1307,0.0822,Safe
34,1,RANK,Corey Feldman,9.0,0.0714,0.0508,Safe
34,1,RANK,Danielle Fishel,12.0,0.0702,0.0496,Safe
34,1,RANK,Elaine Hendrix,12.0,0.0665,0.0499,Safe
34,1,RANK,Baron Davis,10.0,0.0648,0.0494,Safe
34,1,RANK,Jordan Chiles,10.0,0.0736,0.0584,Safe
34,1,RANK,Andy Richter,9.0,0.0774,0.0562,Safe
34,1,RANK,Robert Irwin,15.0,0.0737,0.0529,Safe
34,1,RANK,Hilaria Baldwin,14.0,0.0796,0.0571,Safe
34,1,RANK,Lauren Jauregui,13.0,0.0685,0.0502,Safe
34,1,RANK,Scott Hoying,10.0,0.0696,0.0513,Safe
34,1,RANK,Alix Earle,13.0,0.0757,0.056,Safe
34,1,RANK,Jen Affleck,12.0,0.074,0.0573,Safe
34,1,RANK,Whitney Leavitt,15.0,0.0589,0.0418,Safe
34,1,RANK,Dylan Efron,10.0,0.076,0.0548,Safe
34,2,RANK,Corey Feldman,15.0,0.026,0.0182,Eliminated
34,2,RANK,Danielle Fishel,19.0,0.072,0.0505,Safe
34,2,RANK,Elaine Hendrix,21.0,0.0727,0.05,Safe
34,2,RANK,Baron Davis,18.0,0.0679,0.0452,Safe
34,2,RANK,Jordan Chiles,22.0,0.0641,0.0453,Safe
34,2,RANK,Andy Richter,16.0,0.0829,0.0508,Safe
34,2,RANK,Robert Irwin,22.0,0.0698,0.0468,Safe
34,2,RANK,Hilaria Baldwin,21.0,0.0908,0.0633,Safe
34,2,RANK,Lauren Jauregui,21.0,0.0696,0.0459,Safe
34,2,RANK,Scott Hoying,18.0,0.0703,0.0497,Safe
