Season,Week,Rule_Used,Contestant,Judge_Score,Est_Fan_Vote,Uncertainty,Actual_Status,Prediction_Match
34,3,RANK,Jordan Chiles,24.0,0.0877,0.0662,Safe,True
34,3,RANK,Andy Richter,18.0,0.108,0.0606,Safe,True
34,3,RANK,Robert Irwin,22.0,0.0807,0.0562,Safe,True
34,3,RANK,Hilaria Baldwin,22.0,0.0878,0.0619,Safe,True
34,3,RANK,Lauren Jauregui,18.0,0.0274,0.021,Eliminated,True
34,3,RANK,Scott Hoying,22.0,0.0835,0.0594,Safe,True
34,3,RANK,Alix Earle,23.0,0.0772,0.0543,Safe,True
34,3,RANK,Jen Affleck,19.0,0.0803,0.0496,Safe,True
34,3,RANK,Whitney Leavitt,24.0,0.0945,0.0656,Safe,True
34,3,RANK,Dylan Efron,23.0,0.1014,0.0644,Safe,True
34,4,RANK,Danielle Fishel,21.0,0.1185,0.0534,Safe,True
34,4,RANK,Elaine Hendrix,24.0,0.0641,0.0537,Safe,True
34,4,RANK,Jordan Chiles,24.0,0.0652,0.0448,Safe,True
34,4,RANK,Andy Richter,18.0,0.1727,0.057,Safe,True
34,4,RANK,Robert Irwin,22.0,0.102,0.0464,Safe,True
34,4,RANK,Hilaria Baldwin,23.0,0.0136,0.0114,Eliminated,True
34,4,RANK,Scott Hoying,21.0,0.1065,0.0518,Safe,True
34,4,RANK,Alix Earle,24.0,0.0698,0.0589,Safe,True
34,4,RANK,Jen Affleck,23.0,0.0883,0.0636,Safe,True
34,4,RANK,Whitney Leavitt,25.0,0.1151,0.0692,Safe,True
34,4,RANK,Dylan Efron,23.0,0.084,0.0705,Safe,True
34,6,RANK,Danielle Fishel,36.0,0.0807,0.0672,Safe,True
34,6,RANK,Elaine Hendrix,36.0,0.1029,0.0708,Safe,True
34,6,RANK,Jordan Chiles,39.0,0.0883,0.0721,Safe,True
34,6,RANK,Andy Richter,27.0,0.1503,0.0789,Safe,True
34,6,RANK,Robert Irwin,36.0,0.0896,0.0678,Safe,True
34,6,RANK,Scott Hoying,28.0,0.0388,0.0288,Eliminated,True
34,6,RANK,Alix Earle,35.0,0.1103,0.08,Safe,True
34,6,RANK,Jen Affleck,32.0,0.1108,0.0708,Safe,True
34,6,RANK,Whitney Leavitt,39.0,0.1227,0.0918,Safe,True
34,6,RANK,Dylan Efron,32.0,0.1057,0.068,Safe,True
34,7,RANK,Danielle Fishel,35.0,0.1445,0.0865,Safe,True
34,7,RANK,Elaine Hendrix,32.0,0.1082,0.0679,Safe,True
34,7,RANK,Jordan Chiles,38.0,0.0818,0.0614,Safe,True
34,7,RANK,Andy Richter,29.0,0.1309,0.057,Safe,True
34,7,RANK,Robert Irwin,41.0,0.0971,0.0671,Safe,True
34,7,RANK,Alix Earle,43.0,0.1441,0.0927,Safe,True
34,7,RANK,Jen Affleck,34.0,0.0325,0.0246,Eliminated,True
34,7,RANK,Whitney Leavitt,42.0,0.11,0.0732,Safe,True
34,7,RANK,Dylan Efron,38.0,0.151,0.0871,Safe,True
34,8,RANK,Danielle Fishel,37.0,0.0417,0.0318,Eliminated,True
34,8,RANK,Elaine Hendrix,37.5,0.1263,0.0894,Safe,True
34,8,RANK,Jordan Chiles,39.0,0.1383,0.0943,Safe,True
34,8,RANK,Andy Richter,34.0,0.1387,0.0822,Safe,True
34,8,RANK,Robert Irwin,38.0,0.147,0.1016,Safe,True
34,8,RANK,Alix Earle,38.5,0.1503,0.0875,Safe,True
34,8,RANK,Whitney Leavitt,39.5,0.152,0.1091,Safe,True
34,8,RANK,Dylan Efron,38.0,0.1057,0.076,Safe,True
34,9,RANK,Elaine Hendrix,36.0,0.1487,0.0884,Safe,True
34,9,RANK,Jordan Chiles,39.0,0.158,0.0938,Safe,True
34,9,RANK,Andy Richter,29.0,0.0714,0.0559,Eliminated,True
34,9,RANK,Robert Irwin,42.0,0.1462,0.0952,Safe,True
34,9,RANK,Alix Earle,40.0,0.1675,0.1057,Safe,True
34,9,RANK,Whitney Leavitt,42.0,0.1468,0.0917,Safe,True
34,9,RANK,Dylan Efron,42.0,0.1614,0.1116,Safe,True
34,10,RANK,Elaine Hendrix,28.5,0.1828,0.0839,Safe,True
34,10,RANK,Jordan Chiles,28.5,0.2092,0.077,Safe,True
34,10,RANK,Robert Irwin,29.5,0.1282,0.0927,Safe,True
34,10,RANK,Alix Earle,29.0,0.1318,0.07,Safe,True
34,10,RANK,Whitney Leavitt,29.0,0.0396,0.0288,Eliminated,True
34,10,RANK,Dylan Efron,27.5,0.3084,0.0938,Safe,True
